2.004386364099941975e+00,-6.600310826861113811e-02,1.151956786153614520e-01,9.999282153389184025e-01,-2.680038281214050869e-02,8.093814245648961458e-02,-2.130729262717068195e-05,-3.462702807155437768e-05,-2.090897760353982449e-05,-4.853922581524111046e-01,1.075249102774225168e-01,-3.708791731739230491e-02,4.838398282193904776e-01,2.688861469274642646e-01,7.449452451831661826e-02,1.033121787017025062e+00,3.790673143181949589e-02,-7.014791451576352088e-01,4.043379238554160038e-01,1.416341895185783406e-01,-3.743255561655760011e-01,2.722701304219942720e-01,1.354724984337389582e-01,-1.582878395109027503e-01,3.434550927924364672e-01,-2.636342584733292194e-01,-8.933138547687231867e-02,1.028798890483565653e+00,-4.739000243369675958e-01,-2.999206019198894652e-02,1.160568556585675148e+00,-1.229231599632203548e-01,-6.576867271286994665e-01,1.116946872014738634e+00,-8.770546166440844338e-03,-7.863822845810651829e-01,1.998178969603031874e+00,-1.736224861815571785e-03,-1.955847023054957390e-03,3.452614099487289590e+00,-1.165253627715706758e-01,1.637177643145136530e-01,4.791634964567422550e+00,-2.545028340265154676e-01,5.390031667514145752e-01,4.997216947471723181e+00,-3.754683427000045648e-01,3.931035602939129125e-01,1.946556455285027631e+00,-1.754536769323200018e-01,2.755168592557253378e-03,3.356016959569417146e+00,-3.764944198168814204e-01,8.855013470271415332e-02,4.823114109546807526e+00,-4.378454898802935924e-01,4.351381226432696203e-01,4.950359863760927404e+00,-4.454482686876505837e-01,-2.348103065298870126e-02,2.508176756944321406e-01,-3.998500045156478701e-03,2.901547318895906363e-02,-2.399433820270299896e-03,1.472559075521081562e-01,-5.877787880481779442e-02,4.132983269564062256e-01,1.976946596126854527e-01,-1.692297737077474717e-01,1.136242574440464281e+00,6.072258475863933497e-02,-9.561288533356040453e-01,9.761626699011261010e-01,-1.611322128898799375e-02,-7.622027878627926079e-01
4.007528947599976910e+00,-1.333971634498015146e-01,2.288916052987352012e-01,1.999993322960007980e+00,-5.347428017338923950e-02,1.619380772854140949e-01,-8.354556484846398234e-05,-1.325655612163245678e-04,-8.193313260562717915e-05,-9.707983037169941598e-01,2.147226321205329136e-01,-7.428349683408252968e-02,9.678106033177068523e-01,5.377211412535560786e-01,1.485687751147151126e-01,2.064821674732118861e+00,7.682458837419747777e-02,-1.398663763552010053e+00,8.086642993909423094e-01,2.855507936225086252e-01,-7.431681006160378855e-01,5.435818236275203885e-01,2.735646703654527889e-01,-3.128037830134033914e-01,6.883830146110430093e-01,-5.250453829058259192e-01,-1.766525833539366597e-01,2.058207820070907523e+00,-9.483081208196840750e-01,-6.104295661871135537e-02,2.320837907284218904e+00,-2.479278656947463688e-01,-1.317435025717616170e+00,2.234099997084261879e+00,-1.945859878460019787e-02,-1.573229630182934935e+00,3.994607852306216955e+00,-5.122593371197581291e-03,-5.805622437037527561e-03,6.904532803050893897e+00,-2.325099943594224616e-01,3.277087824559174467e-01,9.581616423529199622e+00,-5.068412857983261022e-01,1.079260493227168993e+00,9.993604921518359774e+00,-7.483430619257688265e-01,7.856369941278920077e-01,3.895432697733342664e+00,-3.485963586192876162e-01,8.313408819958453128e-03,6.711223982762080098e+00,-7.521222220337949738e-01,1.774373778803516044e-01,9.646225116879946881e+00,-8.734619835098087481e-01,8.705721957356110652e-01,9.900879935479233396e+00,-8.887927129740268439e-01,-4.780255053469911058e-02,5.024140023702383662e-01,-7.286362432409822579e-03,5.874839019940421292e-02,-8.814490301058292357e-03,2.956130957832112660e-01,-1.168849396961480352e-01,8.283174785409495033e-01,4.002150346666276670e-01,-3.337592909039259204e-01,2.275329577291682170e+00,1.231748805925920592e-01,-1.909170371405035205e+00,1.952255463149692005e+00,-3.393075858215540558e-02,-1.525195871615186327e+00
8.013789744449406172e+00,-2.682496356526687942e-01,4.562345478157550094e-01,4.000131318878429099e+00,-1.068379255549972845e-01,3.239340453092178773e-01,-2.259150060126557946e-04,-3.545810104697011411e-04,-2.214941850979812443e-04,-1.941647501382343544e+00,4.291020268195904763e-01,-1.486102451980249040e-01,1.935780341141661642e+00,1.075410959796983423e+00,2.967397607336659249e-01,4.127913534430041942e+00,1.547708879671245707e-01,-2.793669426141381251e+00,1.617288540531578445e+00,5.740135595926642020e-01,-1.481010652415603479e+00,1.085760140176974309e+00,5.506801696310937855e-01,-6.216733484098910800e-01,1.378652665240839070e+00,-1.047090212579965485e+00,-3.506205115742385137e-01,4.116855854756897415e+00,-1.897024230514308352e+00,-1.226527285545654655e-01,4.641425149650452830e+00,-4.977139967614859217e-01,-2.636580393678546130e+00,4.468475458140298784e+00,-4.079952063311040322e-02,-3.146687939275349510e+00,7.987497533205896616e+00,-1.185723301023244858e-02,-1.347604696638882160e-02,1.380845204549273397e+01,-4.644586893342733114e-01,6.556331452786196001e-01,1.916150062641799323e+01,-1.011548475020751292e+00,2.159602657088786515e+00,1.998633957826113416e+01,-1.494073889991119453e+00,1.570203243781365554e+00,7.793223960108011994e+00,-6.948542335417717819e-01,1.947216060943878640e-02,1.342179668157780625e+01,-1.503505010905209938e+00,3.552536029411032525e-01,1.929252136204451062e+01,-1.744867060321345864e+00,1.741199904321162117e+00,1.980191902350908961e+01,-1.775599342839121908e+00,-9.678129279609769264e-02,1.005498736040964847e+00,-1.403022539056986498e-02,1.180926814438253702e-01,-2.256299535462379449e-02,5.926563950060903530e-01,-2.329999244026318139e-01,1.657987601490952034e+00,8.063306199669242336e-01,-6.623980343195200460e-01,4.554360358318909618e+00,2.489921678015440676e-01,-3.814099133329838409e+00,3.904472069677115798e+00,-6.953541826867908060e-02,-3.051134721879586564e+00
1.602626306991111349e+01,-5.380443699155599280e-01,9.108539407253339881e-01,8.000414284444158142e+00,-2.135799385490575741e-01,6.479223629212405022e-01,-5.269133180263452232e-04,-8.223468612413853407e-04,-5.165307957213371992e-04,-3.883379029524992365e+00,8.578464715217500869e-01,-2.972047202563241619e-01,3.871745002269470159e+00,2.150808130064491230e+00,5.931018209196441404e-01,8.253827892287075585e+00,3.107638996754213956e-01,-5.584253051603361939e+00,3.234541412758239254e+00,1.151503629475384871e+00,-2.956852934394329946e+00,2.169712909898013020e+00,1.105698637255132288e+00,-1.239308306581944130e+00,2.759547338938638461e+00,-2.090512345075905110e+00,-6.979753084099590277e-01,8.233953740882338224e+00,-3.794291817509112708e+00,-2.452877432955540837e-01,9.282700183562399232e+00,-9.970259347940012562e-01,-5.274532142269499957e+00,8.937292846678150937e+00,-8.346038559064566931e-02,-6.293406622891319024e+00,1.597328618925530463e+01,-2.531619824003428221e-02,-2.880685275886207819e-02,2.761636454496793291e+01,-9.283380048739388046e-01,1.311428985742520537e+00,3.832119949546120807e+01,-2.020990584759414066e+00,4.320130306610856508e+00,3.997177183762286035e+01,-2.985519678014963763e+00,3.138883555011861226e+00,1.558884076241754002e+01,-1.387345718941211725e+00,4.182654200121714572e-02,2.684308653572248460e+01,-3.006386555130593496e+00,7.109224022916554864e-01,3.858518069330023081e+01,-3.487834725621081766e+00,3.482236154762315739e+00,3.960400165321156152e+01,-3.549318996161744177e+00,-1.950463382172584470e-01,2.011567950057927767e+00,-2.767406128486916278e-02,2.366682979677226517e-01,-5.083149259346961962e-02,1.187035095443211397e+00,-4.651478486623503161e-01,3.316975437489859679e+00,1.619479398485899058e+00,-1.319364773732155660e+00,9.113206110046505160e+00,5.014287990833521391e-01,-7.622946522363275079e+00,7.808907567855591481e+00,-1.407561402896687353e-01,-6.103009061614461217e+00
3.205115102516058556e+01,-1.077733250839755019e+00,1.820019720167867838e+00,1.600098618984986132e+01,-4.270782675710003695e-01,1.295895378490977912e+00,-1.143746943853329867e-03,-1.779514655936509371e-03,-1.121126981161069125e-03,-7.766872028042066667e+00,1.715322528203209851e+00,-5.943391304749487958e-01,7.743696306691886910e+00,4.301618098945370505e+00,1.185843782288916515e+00,1.650541785507723702e+01,6.228415530097484165e-01,-1.116593415416993196e+01,6.469050204495387035e+00,2.306984849656969150e+00,-5.908679949261844477e+00,4.337268210584745098e+00,2.216434081197977246e+00,-2.474501786954045102e+00,5.521648368800654794e+00,-4.176771276623606255e+00,-1.392173517512291570e+00,1.646794135881250298e+01,-7.588692247253860934e+00,-4.900835522283092383e-01,1.856537613847698154e+01,-1.995399583575345526e+00,-1.055010864918507707e+01,1.787499301918777661e+01,-1.687745771479666201e-01,-1.258667825003702667e+01,3.194485774217173457e+01,-5.224228498991578817e-02,-5.947116960305720568e-02,5.523225610234131722e+01,-1.856080864296506983e+00,2.622971313878929234e+00,7.664053358870911836e+01,-4.039899937373399474e+00,8.641042680236083129e+00,7.994260311354371140e+01,-5.968396783172488007e+00,6.275837690675706071e+00,3.118010646506913019e+01,-2.772306246030196597e+00,8.656926825642494161e-02,5.368579478748189615e+01,-6.012254816675558722e+00,1.422290141792695861e+00,7.717055879324038870e+01,-6.973911310264691465e+00,6.964110662678927532e+00,7.920817957940387544e+01,-7.096852038095817328e+00,-3.918531773833930365e-01,4.023612979068682094e+00,-5.510704630159903028e-02,4.737142522162068881e-01,-1.080393876395273206e-01,2.376053318443164031e+00,-9.293905939252823378e-01,6.634631558451447475e+00,3.246581439414382153e+00,-2.633066092000365455e+00,1.823160743590310062e+01,1.007005239061802726e+00,-1.523976468141525942e+01,1.561776351731755597e+01,-2.832286693180516290e-01,-1.220678070784814651e+01
6.410086997457388236e+01,-2.157205257526837450e+00,3.638281118332438169e+00,3.200213377365274425e+01,-8.540895023047500034e-01,2.591837095653337641e+00,-2.390216875937767327e-03,-3.712516860105097294e-03,-2.342850923014339060e-03,-1.553388387664820591e+01,3.430262956698343135e+00,-1.188558913388048310e+00,1.548761647122918639e+01,8.603251551510997075e+00,2.371341379986070308e+00,3.300838216108791556e+01,1.247083132628686641e+00,-2.232975460167475035e+01,1.293808951445205579e+01,4.618397150022983233e+00,-1.181246252572655742e+01,8.672068115995228865e+00,4.438506231869161489e+00,-4.944842371559321492e+00,1.104614310013622003e+01,-8.348756485604940991e+00,-2.780120329965173998e+00,3.293571936531888866e+01,-1.517740818412349491e+01,-9.793118056273535377e-01,3.713083112911142081e+01,-3.991952748460754652e+00,-2.110100563138101393e+01,3.575044417408169295e+01,-3.394200364112600621e-01,-2.517309675289832072e+01,6.388798098335973918e+01,-1.061199258547276258e-01,-1.208144460106268525e-01,1.104640960414439377e+02,-3.711552172496408009e+00,5.246012590252166596e+00,1.532791357486253503e+02,-8.077739419942348675e+00,1.728274166640088083e+01,1.598842358570094291e+02,-1.193413485483147163e+01,1.254939450787209054e+01,6.236267433630771961e+01,-5.542201861132040719e+00,1.760934737976622144e-01,1.073712967722686074e+02,-1.202406622322276242e+01,2.845065419147876806e+00,1.543413662010048029e+02,-1.394616081509336780e+01,1.392771826599765639e+01,1.584165528938684986e+02,-1.419198601246927005e+01,-7.856802445349096997e-01,8.047629024244901785e+00,-1.100879494424562843e-01,9.477230832761638357e-01,-2.230254488958215708e-01,4.754317990162252983e+00,-1.857844011971775400e+00,1.326964564143958469e+01,6.501476858782291757e+00,-5.260307445352942146e+00,3.646904193224116852e+01,2.018767092223793469e+00,-3.047263397621661341e+01,3.123545389034271125e+01,-5.682095800343111014e-01,-2.441435470910580818e+01
1.282002556376127416e+02,-4.316235387505509280e+00,7.274739541528806086e+00,6.400443241206491507e+01,-1.708125920561523126e+00,5.183716122272056026e+00,-4.895188343652989715e-03,-7.596024472150020301e-03,-4.798076945007778704e-03,-3.106793074336170335e+01,6.860132510633975222e+00,-2.376955043348001340e+00,3.097547160660104382e+01,1.720653043424363915e+01,4.742348870206242850e+00,6.601411684823334269e+01,2.495645886186249385e+00,-4.465780739865664373e+01,2.587621712717514555e+01,9.241629638843386729e+00,-2.362015656857803592e+01,1.734137700772091861e+01,8.883150461115986829e+00,-9.885515672025441347e+00,2.209538401664286766e+01,-1.669226941975816914e+01,-5.555621421497851209e+00,6.587111115375464010e+01,-3.035475726231090121e+01,-1.957421389760539032e+00,7.426183212627996966e+01,-7.984888457141935625e+00,-4.220256710576046544e+01,7.150139500440778306e+01,-6.807306137604132168e-01,-5.034582339849652755e+01,1.277742065176134929e+02,-2.139019487658515573e-01,-2.435167011572048068e-01,2.209278267311536581e+02,-7.422481915864545421e+00,1.049205696722774483e+01,3.065562814965333587e+02,-1.615343733539916471e+01,3.456602740236945692e+01,3.197674747753450788e+02,-2.386559674262761988e+01,2.509619375500485461e+01,1.247278429749608790e+02,-1.108197019523589333e+01,3.551762632559948285e-01,2.147423775159132333e+02,-2.404775679570972002e+01,5.690652257225319310e+00,3.086830267407176507e+02,-2.789074412725526741e+01,2.785480599110562494e+01,3.168333011302168529e+02,-2.838231573805444086e+01,-1.573524996121749231e+00,1.609560027615388123e+01,-2.201443854682967882e-01,1.895672425303681852e+00,-4.534948930066418638e-01,9.511049495558872025e+00,-3.714737195050440643e+00,2.653939796576367627e+01,1.301188845102244684e+01,-1.051461063544088681e+01,7.294447207237988096e+01,4.042825863855988189e+00,-6.093769753483533691e+01,6.247081680925640512e+01,-1.138204850499173970e+00,-4.882952834871971959e+01
2.563989812122361514e+02,-8.634372193098091230e+00,1.454759859621257334e+01,1.280090329550229740e+02,-3.416212802838306306e+00,1.036746944504564993e+01,-9.915867616655305028e-03,-1.537863342673517764e-02,-9.719039851916022599e-03,-6.213604514512127963e+01,1.371985819896184644e+01,-4.753718189382077242e+00,6.195119512076632162e+01,3.441310021793198359e+01,9.484377483782992613e+00,1.320254143159765761e+02,4.992850524986572225e+00,-8.931427974814880599e+01,5.175252224116694322e+01,1.848846653270378582e+01,-4.723567118469730275e+01,3.467973004363835088e+01,1.777288722057849313e+01,-1.976688844312202775e+01,4.419408255095697768e+01,-3.337890279194444076e+01,-1.110625627371030966e+01,1.317418519861795971e+02,-6.070935257625536252e+01,-3.913288549060180976e+00,1.485238881251900978e+02,-1.597066949843778794e+01,-8.440554678643195530e+01,1.430033209219384958e+02,-1.363401799573089157e+00,-1.006912103478315572e+02,2.555466298738028854e+02,-4.295010141795501113e-01,-4.889426949666813016e-01,4.418553328353315806e+02,-1.484432871996641445e+01,2.098412857506464135e+01,6.131105215370099586e+02,-3.230485110474973709e+01,6.913251875795151591e+01,6.395339298811098843e+02,-4.772850951790332630e+01,5.018953191108316503e+01,2.494582098238544177e+02,-2.216148666771356801e+01,7.133716496173219124e-01,4.294846297374789401e+02,-4.809521498099667980e+01,1.138185556218555483e+01,6.173663871871485753e+02,-5.578000612355090482e+01,5.570885553547345381e+01,6.336667846861097360e+02,-5.676304169496983576e+01,-3.149391021943390268e+00,3.219148481494956116e+01,-4.403475657454586356e-01,3.791505709777500677e+00,-9.148700835027480105e-01,1.902470238975372752e+01,-7.428539222677431830e+00,5.307865010611546097e+01,2.603326900878060002e+01,-2.102309425240028062e+01,1.458958392510455724e+02,8.091418193506271450e+00,-1.218672372510924902e+02,1.249415444216098194e+02,-2.278229101813641133e+00,-9.765990813663512427e+01
5.127963720074727689e+02,-1.727073881511953601e+01,2.909324863591162114e+01,2.560182370909332121e+02,-6.832400943188909004e+00,2.073497112064812598e+01,-1.996702147880569100e-02,-3.095804330951068550e-02,-1.957055633829440922e-02,-1.242722927379569597e+02,2.743929484413172659e+01,-9.507231453717153613e+00,1.239026561028410782e+02,6.882625280703180692e+01,1.896844903718061914e+01,2.640478610312424621e+02,9.987338674782662906e+00,-1.786275592352469630e+02,1.035051786042369883e+02,3.698247596023291095e+01,-9.446683880867645655e+01,6.935620227108493907e+01,3.555276163382500698e+01,-3.952970421029695558e+01,8.839166778795629398e+01,-6.675182789320334109e+01,-2.220721714132493574e+01,2.634833101697680604e+02,-1.214184370276809801e+02,-7.824745536094889431e+00,2.970480423130580334e+02,-3.194215833879542643e+01,-1.688114106970190278e+02,2.860072236795646177e+02,-2.728773871657422134e+00,-2.013819466685961572e+02,5.110914158326340839e+02,-8.607748224167153239e-01,-9.798438476864248514e-01,8.837103856687057259e+02,-2.968800896147931567e+01,4.196827821953447568e+01,1.226218956331005984e+03,-6.460769575394205333e+01,1.382654552718779541e+02,1.279066821545699668e+03,-9.545432332494273453e+01,1.003760008433137898e+02,4.989189684072791806e+02,-4.432050242324815770e+01,1.429786702385157593e+00,8.589692184818416081e+02,-9.619019606454880034e+01,2.276430478075409880e+01,1.234733143079345609e+03,-1.115586169682586899e+02,1.114168671208652910e+02,1.267333739102877416e+03,-1.135245544909871427e+02,-6.301256952370926534e+00,6.438320117862090797e+01,-8.808362137351439802e-01,7.583112423685557602e+00,-1.838000360286371704e+00,3.805218776973211448e+01,-1.485619759074311297e+01,1.061569182233502318e+02,5.207651855083322801e+01,-4.203999072722381669e+01,2.917990637448215239e+02,1.618904840777108234e+01,-2.437258182639792494e+02,2.498830017891516491e+02,-4.558322468346470480e+00,-1.953207452490865990e+02
1.025591064040104584e+03,-3.454360004081213731e+01,5.818445653055655953e+01,5.120366479396213890e+02,-1.366479344221609615e+01,4.146996888380485302e+01,-4.007843462750315666e-02,-6.213001349533442408e-02,-3.928250583703629673e-02,-2.485448053685661591e+02,5.487815326861323939e+01,-1.901425317545314897e+01,2.478055924216109531e+02,1.376525713158153508e+02,3.793660615098008293e+01,5.280926277173865628e+02,1.997638922162238373e+01,-3.572544274821125327e+02,2.070105422723103743e+02,7.397078018463521687e+01,-1.889293264051754875e+02,1.387089236923822853e+02,7.111285054113805870e+01,-7.905543287926303719e+01,1.767870071549755266e+02,-1.334973727145832640e+02,-4.440886982444730080e+01,5.269662326105942611e+02,-2.428365063263686636e+02,-1.564745635052655715e+01,5.940963881546205130e+02,-6.388508909953760195e+01,-3.376230936132237730e+02,5.720150745014482254e+02,-5.459560228254613179e+00,-4.027634170234956059e+02,1.022180917244055308e+03,-1.723410081584006548e+00,-1.961703566834330559e+00,1.767420529261528600e+03,-5.937535722700813068e+01,8.393659322645252985e+01,2.452435788387629600e+03,-1.292134026589799589e+02,2.765312985209825456e+02,2.558132589269288928e+03,-1.909059415496601844e+02,2.007487623436847457e+02,9.978405052676430387e+02,-8.863852030348013500e+01,2.862634636461705462e+00,1.717938475189941983e+03,-1.923802144889789645e+02,4.552924861195045736e+01,2.469466686384759669e+03,-2.231159216156982552e+02,2.228328232542351373e+02,2.534667635728243567e+03,-2.270476378353823463e+02,-1.260509801033221144e+01,1.287665851223267168e+02,-1.761889764660694357e+00,1.516627024469365281e+01,-3.684594234203073970e+00,7.610732871259125432e+01,-2.971160981817201829e+01,2.123132352664534324e+02,1.041634613989694174e+02,-8.407376952216473853e+01,5.836059694185050830e+02,3.238470925285372459e+01,-4.874425578427642449e+02,4.997659189275350400e+02,-9.118563400660681495e+00,-3.906425201462927816e+02
